ENSG00000158828,ENSG00000143799,ENSG00000135624,ENSG00000144029,ENSG00000270141,ENSG00000109610,ENSG00000164362,ENSG00000150753,ENSG00000146731,ENSG00000096717,ENSG00000151892,ENSG00000172890,ENSG00000139112,ENSG00000166226,ENSG00000177169,ENSG00000150907,ENSG00000129484,ENSG00000198258,ENSG00000156261,Age
0.123432552,0.039265358,0.200886637,0.098606713,0,0.000956935,0,0.288568714,0.106839772,0.010335655,0.000137017,0.099683344,0.125712476,0.085972134,0.118936035,0.024445852,0.009765674,1,0.141640279,25
0.459884648,0.01711173,0.178518758,0.085613885,0.002605976,0.000867959,0.000231765,0.063818247,0.033549596,0.004749085,0.000191112,0.085680166,0.396696077,0.059399466,0.262033722,0.009056292,0.007347328,1.000191112,0.076444914,65
0.256831559,0.171701099,0.602153993,0.262832297,0.001488983,0.004712579,0.000397409,0.564069313,0.381966936,0.0585912,0.000122895,0.306997724,0.578551092,0.201944815,0.665521779,0.129455908,0.041149056,1.000122895,0.514063168,65
0.161489699,0.078557845,0.288748019,0.104833597,0.001196513,0.001395404,0,0.174564184,0.164896989,0.014865293,0,0.118066561,0.359746434,0.119572108,0.192551506,0.031077655,0.022543582,1,0.231458003,55
0.578326764,0.057063869,0.212512136,0.119566763,0.001698261,0.001697114,0.000226626,0.289966614,0.129377664,0.022106082,2.34E-05,0.217044658,0.312227604,0.104477484,0.423704678,0.032135002,0.01484831,1.000023363,0.177571561,45
0.110484625,0.097003742,0.415074421,0.205778834,0.001792567,0.002687385,0.00089726,0.254183018,0.181747696,0.036921011,0.000320562,0.24192323,0.727283846,0.183896822,0.404279946,0.049283371,0.015874228,1.000320562,0.256576363,65
0.308204213,0.354978559,1.000285785,0.474670239,0.006232607,0.003979544,0.000831958,0.495748487,0.500887707,0.099805134,0.000285785,0.224561552,0.482341828,0.673535693,0.412180308,0.245416356,0.120064087,0.90197028,0.627580642,55
0.227955546,0.04840004,0.27196213,0.133316182,0.000623006,0.002801368,0.000207825,0.384607462,0.172893298,0.030358061,5.14E-05,0.113293546,0.133064099,0.132379872,0.18726206,0.034243749,0.011873135,1.000051425,0.261410634,45
0.420601814,0.30062245,0.968372766,0.326236022,0.006956107,0.017375289,0.002475979,0.352898103,0.266770595,0.025493742,0.000127604,0.366528717,0.794170519,0.163118011,0.451158356,0.071358513,0.034795513,1.000127604,0.467335349,65
0.457086871,0.033514043,0.193141737,0.110124102,0,0.002708034,9.86E-05,0.27844546,0.108099282,0.016205095,8.13E-05,0.156433703,0.198497714,0.076355323,0.300522534,0.024421946,0.006583932,1,0.133180927,65
0.463815789,0.0347901,0.126456767,0.062406015,0,0.002720865,0,0.093859649,0.060588972,0.0060401,0.000299499,0.044188596,0.207080201,0.063800125,0.070880326,0.010305451,0.009826128,1,0.118123434,65
0.106503333,0.132547384,0.414823303,0.236723587,0.007674578,0.005966365,0.000170772,0.234594511,0.27806728,0.071942977,0.000422399,0.383778399,1.000170772,0.33173981,0.488449736,0.09263958,0.038679872,0.738739996,0.293069841,35
0.147416227,0.083890857,0.310962916,0.176750001,0.000532554,0.000532243,0.000213184,0.282314219,0.173636012,0.026904863,0.000234421,0.257402309,0.643350074,0.112041315,0.326906538,0.052750969,0.021206263,1.000213184,0.26549868,55
0.382799325,0.024047218,0.15227656,0.063532884,0,0.000599073,0.000159992,0.207082631,0.063153457,0.029220067,0,0.122259696,0.250337268,0.037466273,0.298524452,0.036753794,0.005206577,1,0.076686341,65
0.132829918,0.085318965,0.488325605,0.19790654,0.005686258,0.007576659,0.000531152,0.188370891,0.153657783,0.01575055,0.000406687,0.246170308,0.406687066,0.142532859,0.349807756,0.03922163,0.017314731,1.000406687,0.332493025,25
0.190948651,0.052506527,0.251436031,0.13716275,0,0.003087903,0.000247433,0.163968668,0.118624891,0.023289817,0.000169974,0.189469104,0.566318538,0.122367276,0.252741514,0.047006092,0.01310705,1,0.208790252,65
0.282329669,0.070983454,0.266001756,0.137899252,0.001281025,0.002666892,0.000683481,0.158695857,0.125180667,0.017811748,0.000299517,0.121456757,0.290293107,0.163049967,0.136180524,0.026113203,0.019794014,1.000299517,0.195362048,45
0.539708487,0.227625664,0.953684784,0.386187168,0,0.000900014,0.000721155,0.81405803,0.598147391,0.083026836,0.000445988,0.398310857,1,0.221904373,0.691186487,0.151614221,0.057907642,0.991554284,0.748808064,65
0.465334626,0.081390857,0.364312846,0.165075446,0.00331615,0.00331371,0.000885039,0.18508459,0.129815428,0.010937926,9.12E-05,0.192893037,0.492542183,0.094958033,0.196553247,0.026158297,0.017764216,1.000091225,0.187280716,65
0.284801703,0.018602608,0.10899654,0.05855736,0.001371573,0.002113122,0,0.226909768,0.049321267,0.011413362,3.77E-05,0.121879159,0.155762577,0.034176204,0.223848816,0.019598084,0.002861326,1,0.070774554,65
0.42928744,0.030996377,0.164311594,0.079649758,0,0.002516908,0.000612319,0.208091787,0.075543478,0.012669082,4.45E-05,0.171316425,0.180374396,0.06884058,0.258514493,0.018816425,0.007487923,1,0.117693237,25
0.221053466,0.136056337,0.533501695,0.240307296,0.003780087,0.003620451,0.001071756,0.322745372,0.217397675,0.02437803,0.000468002,0.308670578,0.653777202,0.16938496,0.341877342,0.05578127,0.027186895,1.000468002,0.340475956,35
0.24074222,0.018145045,0.139709419,0.061613293,0.001029829,0.00051445,0.000274822,0.053905828,0.016338898,0.001897151,0.00011329,0.078096126,0.272036387,0.020378353,0.223470068,0.01004292,0.004239106,1.00011329,0.035263976,65
0.093391781,0.120627348,0.546044236,0.229347465,0.004305708,0.0007171,0.000287284,0.175098481,0.172032814,0.025849352,0.00011845,0.312387065,1.00011845,0.21184206,0.408622363,0.051538756,0.031811853,0.670003831,0.250851567,55
0.230299296,0.2476294,0.713631293,0.261467126,0.006067513,0.003234074,0.000269902,0.348578905,0.307988242,0.059871227,0.000600953,0.260412823,0.892862791,0.26924261,0.230958235,0.124671321,0.040248014,1.000269902,0.396286113,65
0.096486456,0.036464956,0.194932691,0.111838058,0.003406096,0.002411182,0.000909337,0.114189793,0.104456224,0.017108871,0.000140581,0.200028116,0.344529159,0.13450617,0.155018524,0.016128982,0.019591258,1.000140581,0.132546391,25
0.256380056,0.063054174,0.404170317,0.176897733,0.004851846,0.005926029,0.00028774,0.219072027,0.140220516,0.021402553,0.000504289,0.213034254,0.675509631,0.098586918,0.325859502,0.021726971,0.017266228,1.00028774,0.203211609,75
0.321244189,0.081087091,0.370305286,0.14907608,0.002723345,0.002116895,0.000605768,0.206162604,0.122728454,0.015922143,0.000149833,0.291338119,0.483494083,0.118412895,0.47372729,0.03769679,0.020071137,1.000149833,0.170199608,55
0.181343817,0.1845604,0.546819157,0.297426733,0,0.004091494,0.000603788,0.508148678,0.313295211,0.049256612,0.000497927,0.327662616,0.689063617,0.151036455,0.258827734,0.073338099,0.016626162,1,0.38263045,55
0.394999548,0.088596991,0.359427356,0.141424166,0.000884735,0.004420586,0.001180552,0.170203057,0.178231503,0.016723871,9.74E-05,0.119772064,0.961807842,0.227143267,0.253081324,0.03385534,0.022158511,1.000097354,0.278401808,55
0.219305629,0.030931089,0.170857443,0.092661757,0.000988427,0.001481852,6.60E-05,0.29905313,0.10189374,0.018127301,0,0.120147291,0.128616518,0.092056812,0.183824303,0.021559705,0.006970016,1,0.125644398,45
0.313728014,0.023607894,0.097297297,0.053410553,0,0.002146718,3.31E-05,0.132518233,0.037335907,0.007777778,0.000190948,0.087258687,0.133762334,0.041720292,0.142256542,0.012852853,0.004138138,1,0.063406263,45
0.337987187,0.021070081,0.154634189,0.084929744,0.000535772,0.001696069,0.000107263,0.232384231,0.053974043,0.006530282,0.000147454,0.128188352,0.153660059,0.041887609,0.19417667,0.013995007,0.002841214,1.000107263,0.074755492,55
0.336441386,0.065357305,0.249634638,0.142648364,0.002084058,0.008331012,0.000278164,0.175527073,0.131688795,0.031956713,0.000286688,0.288428034,1.000278164,0.081083418,0.463781145,0.040741765,0.021153709,0.926344561,0.130488461,65
0.438062622,0.052103718,0.253033268,0.13683953,0,0.00078865,0.000263307,0.378277886,0.15518591,0.036824853,0,0.268639922,0.26369863,0.120205479,0.279990215,0.039456947,0.009437378,1,0.190068493,45
0.624148783,0.029734624,0.16676439,0.094770417,0.001113077,0.001112381,0.000148557,0.107063203,0.053589586,0.010187936,0.000122464,0.095732965,0.482781751,0.073223252,0.328194176,0.013684421,0.01104959,1.000122464,0.098272701,55
0.303145719,0.31675552,0.825157203,0.27905133,0.0042886,0.010001692,0.000572418,0.432085983,0.400430594,0.052170904,0.000629378,0.301028639,1.000572418,0.254251248,0.58945561,0.11341501,0.030959777,0.927986812,0.487734948,45
0.356467036,0.060996477,0.35551082,0.193608455,0,0.00127378,0,0.461147458,0.214443885,0.015616507,7.65E-05,0.234776044,0.271917464,0.107549069,0.452289884,0.035007549,0.009567187,1,0.27443382,55
0.239520958,0.011377246,0.095372891,0.056940664,0.000361568,0.000722918,0,0.172727273,0.050881873,0.006831791,3.98E-05,0.068209036,0.112955906,0.051671203,0.117909635,0.009254219,0.002120849,1,0.084431138,65
0.492315232,0.166327003,0.682131163,0.232191227,0.009328913,0.006215043,0.002667898,0.308688951,0.280121336,0.032789274,0.000660071,0.321385669,1.000660071,0.221557725,0.486601709,0.087718449,0.034884232,0.997962018,0.357095188,55
0.933972737,0.178747528,0.506038082,0.29291603,0.002771376,0.016387068,0.001479795,0.393672833,0.217292076,0.021007906,0.001143939,0.188778127,0.313766152,0.106098942,0.327177852,0.045870267,0.022664646,1.001143939,0.339124408,35
0.114391113,0.02191813,0.182759278,0.082342468,0.000742107,0.000783108,0.000165095,0.180606757,0.053300518,0.004322125,6.81E-05,0.056170546,0.04383626,0.0548722,0.071750698,0.00615006,0.003990705,1.000068061,0.091396722,55
0.45418251,0.042959442,0.29347275,0.110773131,0,0.001308619,0.000262104,0.262674271,0.048231939,0.001712294,3.60E-05,0.137452471,0.087198986,0.032154626,0.229974651,0.00545564,0.005686946,1,0.091001267,65
0.132824248,0.015199718,0.101738722,0.048848684,0,0.000149436,0.000269267,0.127490602,0.04631109,0.009304511,1.23E-05,0.081766917,0.10037594,0.064215226,0.121052632,0.016099624,0.004452538,1,0.053547932,55
0.569361922,0.150142082,0.489279256,0.157375355,0,0.009496254,0.001358822,0.255670369,0.182614312,0.019364505,0.000448205,0.227718936,1,0.120098166,0.79643503,0.069206923,0.018375097,0.964091966,0.263239473,55
0.23313253,0.090587349,0.319653614,0.131325301,0,0.009804217,0.000327334,0.201054217,0.133885542,0.017929217,0.00013494,0.145180723,0.521912651,0.083283133,0.280798193,0.031513554,0.019088855,1,0.177183735,55
0.299673371,0.298094362,0.935562894,0.279146252,0.006653268,0.008588682,0.001554196,0.404451903,0.311741512,0.031636575,0.000640627,0.410880726,0.653709769,0.131621687,0.590211046,0.063949869,0.039960209,1.000640627,0.427573108,65
0.159870556,0.103970444,0.436660807,0.172631591,0.000671178,0.002906429,0.000179106,0.769802888,0.408804859,0.032429594,0.000757004,0.106153748,0.205305865,0.141575974,0.205757584,0.040842843,0.018546791,1.000179106,0.394500453,55
0.408476934,0.205645714,0.679512731,0.236698967,0.001519827,0.003291082,0.0012168,0.33032781,0.182191595,0.023219578,8.36E-05,0.365790438,0.949422731,0.115112815,0.649772909,0.069752549,0.018519372,1.000083628,0.264468644,65
0.474728673,0.064501178,0.275205028,0.150158743,0.001946763,0.012972164,0.000779487,0.166061216,0.083140064,0.013539775,0.000589189,0.301787332,0.986203472,0.036871219,1.000589189,0.056010478,0.027457956,0.59434904,0.189828923,65
0.425423729,0.032118644,0.18779661,0.084011299,0,0.000314689,0.000126045,0.262711864,0.114632768,0.037621469,0.000155932,0.137853107,0.163050847,0.076101695,0.33180791,0.044062147,0.006502825,1,0.140112994,65
0.161800746,0.006843367,0.06494406,0.040969632,0.000228689,0.000152371,0,0.083324454,0.017514651,0.00566862,3.77E-05,0.083137986,0.03963772,0.017093767,0.072935535,0.007314864,0.000722429,1,0.037932872,45
0.457285336,0.201047396,0.655353851,0.277631722,0.002324611,0.0037431,0.00248222,0.459776764,0.239935336,0.016584244,0.000362449,0.259595951,0.164434239,0.12885015,0.435295777,0.052449973,0.030855792,1.000362449,0.39722026,35
0.351633723,0.048043566,0.227833804,0.110367084,0,0.001225091,0.00075837,0.270149254,0.107987092,0.020746269,7.36E-05,0.105365067,0.151189996,0.112303348,0.284388866,0.030875353,0.00882614,1,0.133642598,35
0.318897075,0.026416673,0.149136147,0.074951509,0.000730142,0.001945833,0.000292258,0.232200339,0.078220799,0.018094109,0.00016068,0.10558597,0.253753438,0.050855628,0.314174767,0.038537265,0.00436309,1.00016068,0.097271479,55
0.266807229,0.105180723,0.533614458,0.247048193,0,0.00551506,0.003935542,0.377228916,0.214939759,0.042560241,0.000227711,0.17060241,0.405722892,0.22753012,0.269939759,0.041277108,0.04026506,1,0.341445783,35
0.321443384,0.029162173,0.182040647,0.097055164,0,0.004011613,0.000194774,0.261634177,0.125010369,0.027980091,0.000240937,0.111406056,0.176068022,0.07548735,0.23297387,0.035943592,0.008233098,1,0.15072584,55
0.365056729,0.209012872,0.578773413,0.254312629,0.002865235,0.000954669,0.003441963,0.374771124,0.237542516,0.036618155,0.000275889,0.237747029,0.768050726,0.135183472,0.55914011,0.054963023,0.048970775,1.000275889,0.463836785,65
0.148117961,0.060164429,0.269126258,0.156135355,0.001018481,0.003563664,0.000135956,0.175431456,0.114689504,0.01568148,0.000392445,0.241201267,0.754178608,0.06343933,0.338836821,0.034434029,0.008275581,1.000135956,0.221089837,65
0.373584892,0.178144017,0.783670241,0.217640779,0.005111426,0.008726061,8.53E-05,0.251008734,0.214644473,0.018073174,0.000210967,0.258363303,1.000085259,0.157033679,0.561398806,0.046102255,0.026953135,0.962767628,0.263130154,65
0.122535035,0.070882493,0.324673123,0.193193924,0.00265418,0.005746625,0.000442736,0.18510691,0.150261941,0.028632502,0.000255579,0.175231063,0.652551237,0.203181573,0.253306154,0.043714597,0.015570297,1.000255579,0.188647308,65
0.507281104,0.105380219,0.402919455,0.203379982,0.002765166,0.005526993,0.000369023,0.265329056,0.221246696,0.024980004,0.00045652,0.337964764,0.575742345,0.142399383,0.598785397,0.065906469,0.035867012,1.000369023,0.326443238,65
0.231934748,0.188862385,0.591187602,0.207938521,0.002338337,0.002531688,0.001170463,0.246781334,0.142682597,0.013482772,0.000418208,0.216224988,0.329646,0.082225918,0.257139417,0.037772477,0.023348846,1.000418208,0.246781334,65
0.445286601,0.012202482,0.094031912,0.048749263,0.001772307,0.001918771,0.000118212,0.161197563,0.045239316,0.007741816,0.00024379,0.074731537,0.126704751,0.030852867,0.115698251,0.016743747,0.004297735,1.000118212,0.056367148,65
0.225141877,0.045953714,0.404372749,0.168625074,0.000699129,0.001281237,0.00013994,0.36486793,0.202862583,0.019282622,7.69E-05,0.122714068,0.297247069,0.094099767,0.208556972,0.020962467,0.008598526,1.000076945,0.365437369,55
0.607067511,0.0657173,0.302267932,0.173312236,0,0.001151371,0.000461287,0.515822785,0.193934599,0.05228903,0.000118882,0.251054852,0.34778481,0.118512658,0.523470464,0.047589662,0.013939873,1,0.321255274,25
0.849166844,0.04061415,0.269294026,0.152166842,0.002407929,0.004811666,0.001606334,0.230733637,0.09931396,0.003147701,0.000264893,0.170923119,0.566670076,0.047508915,0.321895428,0.019276004,0.010319096,1.000264893,0.179096245,65
0.360311937,0.051933798,0.29734645,0.153425337,0.000394043,0.002362903,0.000578315,0.410972848,0.148461077,0.017892551,6.50E-05,0.152788894,0.172348927,0.104843476,0.300019513,0.036939187,0.01493521,1.000065045,0.166239068,45
0.510012348,0.063288253,0.292069392,0.140896386,0.003962395,0.002090141,0.001057425,0.293473302,0.151678413,0.026769752,0.000145333,0.112537409,0.393656304,0.183799869,0.311780286,0.028684685,0.021530361,1.000145333,0.215415918,25
0.189608482,0.237539644,0.689975954,0.28208494,0.001870691,0.008412818,0.000499204,0.303140793,0.257431605,0.023235504,0.000205903,0.285788231,0.406938739,0.147708393,0.245475267,0.046407522,0.026801244,1.000205903,0.43000495,45
0.219626864,0.111499817,0.472683834,0.19175191,0.003444194,0.00592814,0.000919179,0.189371131,0.148997087,0.01474099,0.001010839,0.218535674,0.529624133,0.153262649,0.217940479,0.036981434,0.024214507,1.000919179,0.23143156,65
0.314279525,0.225945918,0.735908921,0.235454049,0.004817453,0.004585373,9.18E-05,0.336976355,0.23995252,0.01300467,0.000227173,0.225741442,0.58020049,0.149062963,0.305793774,0.047152153,0.021582436,1.00009184,0.389117721,55
0.29681575,0.230684091,0.674520726,0.2822801,0.002694088,0.008300855,0.000629027,0.293819852,0.306580156,0.051396282,0.000518734,0.304915768,1.000518734,0.231238887,0.387469382,0.1018827,0.032211444,0.88767327,0.423974945,65
0.29988137,0.186621764,0.45000275,0.275523688,0.001699255,0.001698533,0.000340212,0.342091715,0.222833035,0.025355118,0.000327347,0.291713958,0.805899561,0.09229899,1.000327347,0.081023624,0.027031967,0.468722749,0.370352408,45
0.376581532,0.05021611,0.263654224,0.138467583,0,0.002269548,0,0.44086444,0.180275049,0.023383104,7.03E-05,0.179410609,0.236188605,0.108172888,0.293202358,0.032027505,0.008644401,1,0.20762279,65
0.309840728,0.018617747,0.108930603,0.047593857,0.00052372,0.000523436,0,0.171729238,0.038430034,0.007844141,0,0.09516496,0.179351536,0.028629124,0.238737201,0.015944255,0.002835609,1,0.050870307,65
0.245551264,0.053065568,0.408305859,0.139098404,0.002505664,0.002086476,0.000278575,0.215649838,0.109670102,0.010030225,0.000183761,0.17874618,0.443600896,0.100586125,0.259934228,0.018234192,0.009604414,1.000183761,0.215744463,75
0.39888164,0.027707363,0.131500466,0.052926375,0.000626468,0.000417335,0,0.190121156,0.060251631,0.016011184,6.89E-05,0.075945946,0.162348555,0.056486486,0.245666356,0.020941286,0.006783784,1,0.071808015,65
0.150767904,0.027461072,0.157767167,0.069046782,0.000680379,0.003852117,0.000408479,0.129013439,0.087774539,0.007926192,7.48E-05,0.068479274,0.272908193,0.095026027,0.162559455,0.019818633,0.011047485,1.000074848,0.136012702,55
0.552527028,0.017904673,0.125246633,0.072361135,0.002614685,0.001524157,0.000567053,0.116584817,0.062946117,0.009054557,0.000143861,0.041372277,0.298698156,0.132025446,0.257110679,0.013234825,0.008113055,1.000143861,0.090491768,45
0.243049948,0.134156189,0.50501788,0.185603876,0,0.005197831,0.000616911,0.218941054,0.191602261,0.019229438,0.00038159,0.231629946,0.582535471,0.156996193,0.28007844,0.052716576,0.024766409,1,0.30891683,55
0.178258268,0.160335936,0.562761214,0.2407107,0.00046343,0.005866806,0.000494725,0.301508764,0.269524295,0.052553791,0.00020397,0.23629905,1.00020397,0.177775744,0.276141771,0.113531078,0.039622139,0.597227236,0.417176735,55
0.378506092,0.068853713,0.311924362,0.156056847,0.001940652,0.009700106,0.00077705,0.14632203,0.130749478,0.013499367,0.002136295,0.195169669,1.00077705,0.079472079,0.338588609,0.055568923,0.026048919,0.741076746,0.176236476,65
0.548364069,0.047013682,0.215823914,0.098631767,0,0.005996431,0.000588221,0.298215348,0.071088638,0.017769185,0.000141463,0.22379536,0.411124331,0.064961333,0.650208209,0.027733492,0.013093397,1,0.107971446,65
