ENSG00000158828,ENSG00000143799,ENSG00000135624,ENSG00000144029,ENSG00000270141,ENSG00000109610,ENSG00000164362,ENSG00000150753,ENSG00000146731,ENSG00000096717,ENSG00000151892,ENSG00000172890,ENSG00000139112,ENSG00000166226,ENSG00000177169,ENSG00000150907,ENSG00000129484,ENSG00000198258,ENSG00000156261,Age
0.528427608,0.379784876,0.971659744,0.340422411,0.012480957,0.004752254,0.000237972,0.708883839,0.553051616,0.05341792,0.000686776,0.345275318,0.663050832,0.27176277,0.467496669,0.10273783,0.079246167,1.000237972,0.759749489,65
0.299993208,0.073724865,0.374634276,0.217871223,0.002674638,0.003341196,0.000713881,0.31361016,0.213416295,0.027578529,0.000257545,0.376315381,0.996895335,0.199799343,0.659749704,0.058645352,0.036051299,1.000257545,0.295790446,65
0.186280753,0.041157742,0.24633864,0.118465991,0,0.000990738,8.50E-05,0.358031838,0.133806078,0.008283647,2.34E-05,0.077510854,0.072445731,0.096266281,0.089290883,0.01087699,0.007331404,1,0.19878437,45
0.097351157,0.102321551,0.249582316,0.127721976,0.002324773,0.008130878,0.001512371,0.248931023,0.16110931,0.024906814,0.000591648,0.091078178,0.190588885,0.177734419,0.115141738,0.033006841,0.025702077,1.000591648,0.261202753,45
0.260538093,0.019510126,0.124690013,0.072280083,0.001880656,0.001025113,0.000753032,0.261609926,0.060792222,0.007846374,0.000103501,0.094816078,0.184822645,0.056944613,0.253227635,0.016808555,0.005631251,1.000103501,0.086131475,25
0.381044426,0.119538801,0.534512174,0.254558676,0.022330351,0.008790515,0.000902981,0.225379048,0.211216551,0.018179274,0.000409492,0.273116431,0.834976875,0.17617658,0.336481396,0.058139492,0.033892321,1.000409492,0.309255216,55
0.220280853,0.021976776,0.136672968,0.08447205,0.000455847,0.00136646,0,0.264650284,0.089846071,0.017337294,0.000125385,0.110288955,0.157034837,0.068431002,0.166783689,0.027950311,0.005654874,1,0.118174453,65
0.656622537,0.108633077,0.385582837,0.187247165,0.001664419,0.001108736,0.000999337,0.243947161,0.16278386,0.01394637,0.000366264,0.146894143,0.39529957,0.158554223,0.320423567,0.027035381,0.03679784,1.000366264,0.231829823,65
0.245469969,0.022341364,0.113708856,0.068069223,0,0.001794367,0.0002396,0.185714286,0.068069223,0.020417374,0.000131727,0.084933831,0.193620631,0.053817441,0.208109942,0.028191381,0.00459111,1,0.085544622,55
0.512789905,0.046759891,0.249488404,0.110385402,0.006400068,0.015279673,0,0.111101637,0.098141201,0.006212483,0.00076296,0.125648022,0.40978854,0.076449523,0.299113233,0.017087312,0.011069236,1,0.11568895,55
0.282476113,0.14189876,0.519414515,0.242325676,0,0.001498272,0.000700244,0.363793454,0.241105916,0.020847733,0.00024751,0.234498882,0.313986583,0.136003253,0.244155316,0.032384631,0.011669038,1,0.405265298,65
0.264340632,0.270160415,0.675911544,0.291295413,0.001687737,0.003092653,0.00123849,0.343979757,0.2549473,0.028894708,0.000185723,0.364604248,1.000185723,0.138449555,0.397378811,0.08147695,0.033131918,0.930042032,0.370934538,65
1.00041372,0.163793774,0.614808506,0.180737316,0.00310011,0.056286073,0.00041372,0.308149024,0.220638425,0.017323375,0.000852949,0.144020103,0.327513072,0.184610125,0.302563241,0.04734882,0.030423898,0.743840092,0.280406302,65
0.435730679,0.081186519,0.208268448,0.111557234,0.008884282,0.0172638,0.000197558,0.162139744,0.135416909,0.019713393,0.001059264,0.22035735,0.571465717,0.090528907,0.698717314,0.07603283,0.034410953,1.000197558,0.240929692,75
0.578388712,0.178229919,0.519579707,0.224418598,0.003313909,0.001931683,0.001105781,0.412006446,0.166811529,0.037818054,0.000182351,0.264168334,0.779112003,0.063522311,0.842127784,0.097528511,0.020372813,1.000182351,0.277818892,65
0.197525938,0.079329609,0.262809258,0.128651237,0,0.010255387,0.000348125,0.18499601,0.145331205,0.016121309,0.000344453,0.131284916,0.401356744,0.09584996,0.282122905,0.035794094,0.026009577,1,0.230646449,65
0.44784689,0.082497608,0.267368421,0.186889952,0,0.01354067,0.000558373,0.21062201,0.161818182,0.021741627,0.000986603,0.232631579,0.3815311,0.103444976,0.257990431,0.036889952,0.013751196,1,0.239138756,55
0.278429512,0.237269769,0.594995346,0.242698183,0.006670764,0.009778016,0.001602413,0.427401669,0.25809014,0.030612129,0.000477219,0.271901673,0.481410948,0.179000217,0.44100706,0.078265354,0.038527993,1.000477219,0.468492698,35
0.258561877,0.286532951,0.568426798,0.263200982,0,0.002116251,0,0.502387775,0.407013235,0.029458316,0.000524355,0.375221722,1,0.190203302,0.590121435,0.095824806,0.033688088,0.948014736,0.60308364,55
0.34191358,0.216728395,0.630864198,0.392777778,0,0.002903086,6.46E-05,0.662962963,0.428333333,0.133580247,0.000559506,0.287098765,0.265740741,0.385740741,0.379753086,0.091296296,0.045006173,1,0.598765432,45
0.624490477,0.061417334,0.277349026,0.109118939,0.000943715,0.004244593,0.000629952,0.433684057,0.089759127,0.019687533,0.000155789,0.368928825,0.516646009,0.052769142,0.789564734,0.047270713,0.011391337,1.000155789,0.141951723,35
0.385144429,0.065474553,0.232920679,0.166437414,0.015298793,0.007643283,0,0.158489989,0.130796271,0.028381476,0.00084151,0.24438331,0.732538591,0.091548219,0.362219166,0.044780682,0.013035305,1,0.182332263,55
0.092059701,0.009710448,0.133970149,0.088686567,0.000489254,0.003749254,0,0.094955224,0.031283582,0.006137313,0.000471045,0.13080597,0.245164179,0.032298507,0.241731343,0.00838209,0.004361194,1,0.062179104,65
0.108889382,0.104582449,0.420863287,0.234854483,0.002686006,0.002982424,0.000716978,0.207999493,0.219501536,0.040069671,0.00022168,0.375665833,0.742312443,0.231104918,0.391221459,0.057966241,0.03292523,1.00022168,0.266067074,55
0.400761542,0.029424084,0.151499286,0.103664921,0,0.000456545,0.000137173,0.240171347,0.084578772,0.025416468,0,0.177248929,0.174297953,0.061922894,0.245692527,0.03145169,0.005721085,1,0.136411233,25
0.261346937,0.352687254,0.666041357,0.395866313,0.000810176,0.004317906,0.00086498,0.371042724,0.4930629,0.05941928,0.001203594,0.437297232,0.985076915,0.307060799,0.608003107,0.156021499,0.072014629,1.000810176,0.684746455,55
0.164324034,0.023943133,0.158476395,0.083744635,0,0.001724785,0.000460676,0.11861588,0.049254292,0.007183476,0.000170976,0.091738197,0.305418455,0.046121245,0.189377682,0.016775751,0.014409871,1,0.110300429,55
0.211838349,0.039494994,0.211666333,0.09650127,0.002068499,0.004824203,0.000276087,0.147934211,0.096157237,0.013159264,0.000341539,0.073201632,0.422214558,0.066991835,0.167716111,0.021278444,0.014587001,1.000276087,0.218460985,45
0.694840568,0.050437163,0.232273155,0.158856039,0.006918722,0.00288177,0.001846312,0.133056156,0.089792498,0.019326413,0.00033295,0.141268582,0.465535759,0.079625909,0.349522863,0.038390622,0.02224034,1.00033295,0.138374444,65
0.133445542,0.225212346,0.583922792,0.268888299,0.004193627,0.001257195,0.001063255,0.289701389,0.26047897,0.037889284,0.000184585,0.33842294,0.684309159,0.152419091,0.348829484,0.081780726,0.035760672,1.000184585,0.343468537,65
0.607692308,0.052934911,0.213846154,0.136094675,0,0.004230178,0.000412189,0.337455621,0.167633136,0.038467456,3.78E-05,0.173727811,0.391005917,0.100118343,0.392544379,0.054988166,0.011538462,1,0.177514793,55
0.363760598,0.034758494,0.208673624,0.126185447,0.000405925,0.002027707,5.42E-05,0.322631502,0.116142741,0.019272795,7.82E-05,0.146462513,0.180538716,0.078271775,0.254325771,0.023876341,0.006316939,1.000054162,0.166202945,55
0.197977586,0.068024451,0.223817168,0.092407522,0.001029807,0.035339269,0.000137451,0.146244478,0.160054359,0.025710114,0.000878222,0.116251144,0.651114296,0.126500665,1.000137451,0.096237606,0.024048613,0.578288753,0.26335874,45
0.186708159,0.108382477,0.513635721,0.288928651,0.00835976,0.003580114,0.001194741,0.335759741,0.298171629,0.050172255,0.000295638,0.33459581,0.812697415,0.317821516,0.423123001,0.074217691,0.037574418,1.000295638,0.346645915,55
0.239386469,0.01898384,0.134045467,0.087263763,0.000398247,0,0.000132895,0.251081895,0.074609696,0.023675705,1.10E-05,0.133114215,0.214790468,0.05168447,0.258833196,0.03481238,0.004672692,1,0.103095042,35
0.195597943,0.184868942,0.5344243,0.222908128,0.001117917,0.005212944,0.0006712,0.242940599,0.28375582,0.053014771,0.000122971,0.342727812,1.000122971,0.192146656,0.578765836,0.092134359,0.046142208,0.756282036,0.405826343,75
0.278994325,0.032259943,0.116280274,0.065233582,0.000547457,0.001367773,0.00014609,0.241264162,0.068366883,0.025993341,4.52E-05,0.205927491,0.5874939,0.04952356,0.537883304,0.065364136,0.004691248,1.000045172,0.087601868,45
0.198662946,0.018637385,0.151132088,0.075728598,0.000305602,0.001221974,8.16E-05,0.205555245,0.051410485,0.007611873,3.36E-05,0.081710594,0.079564878,0.046512184,0.116258787,0.009987332,0.003723576,1.000033638,0.092439174,45
0.334679889,0.056016094,0.221460757,0.138336396,0.000697617,0.002672538,0.000372356,0.282186338,0.153230628,0.043610616,9.60E-05,0.258945211,0.386331093,0.193931317,0.350148448,0.040317804,0.022976936,1.000095951,0.171034786,35
0.31862135,0.057348013,0.322259454,0.164719962,0,0.00084203,7.50E-05,0.322881762,0.125035902,0.007912877,7.73E-05,0.093633317,0.059071326,0.098228818,0.112924844,0.008812829,0.009631403,1,0.250741982,65
0.143019197,0.069808028,0.440663176,0.147382199,0.000689354,0.002984729,0,0.15056719,0.061692845,0.003400524,0.000132723,0.192801047,0.455061082,0.069109948,0.335034904,0.017421466,0.010340314,1,0.133376963,55
0.238618421,0.024315789,0.097171053,0.059375,0.000721053,0,9.62E-05,0.080131579,0.047651316,0.004113816,7.93E-05,0.033072368,0.136907895,0.045460526,0.079802632,0.012348684,0.004960526,1,0.082697368,65
0.312651413,0.038120233,0.277388964,0.120502467,0.00067878,0.00090489,0,0.308299686,0.051861821,0.001856438,0.000112068,0.134185734,0.082279049,0.03465231,0.162090624,0.005244504,0.00666218,1,0.121713773,65
0.238542665,0.170661553,0.497123682,0.20105465,0,0.001347076,0.000539501,0.289549377,0.203355705,0.029386385,3.18E-05,0.246500479,0.529721956,0.16970278,0.282837967,0.058398849,0.024755513,1,0.288302972,35
0.238115632,0.02117773,0.095931478,0.070692363,0,0.002430407,0,0.09614561,0.031491792,0.007040685,0.000188936,0.131620271,0.410278373,0.024239829,0.282655246,0.018936474,0.005325482,1,0.065910064,55
0.096252927,0.02307377,0.141276347,0.087617096,0.000737705,0.00036856,0,0.145374707,0.074326698,0.004909251,6.09E-05,0.055064403,0.119145199,0.048565574,0.072336066,0.008773419,0.00748829,1,0.128776347,65
0.142116041,0.059808874,0.337133106,0.137201365,0.003635495,0.000756997,0,0.219180887,0.132423208,0.01512628,0.0001,0.123276451,0.514061433,0.146348123,0.239112628,0.038587031,0.02665529,1,0.19556314,55
0.245286396,0.03678401,0.193854415,0.112828162,0,0.001073687,4.30E-05,0.303400955,0.148717184,0.028926014,7.09E-05,0.135859189,0.178490453,0.11148568,0.18923031,0.032428401,0.011196301,1,0.1650358,55
0.293876897,0.020424773,0.130942618,0.074574272,0.000471779,0.000863906,0.000251732,0.118426044,0.047002798,0.004007929,1.30E-05,0.063676975,0.080526209,0.050153823,0.085734154,0.006783458,0.003617115,1.000012972,0.094793352,35
0.216403925,0.099107044,0.391357072,0.193032742,0,0,0.000371955,0.190717672,0.16436997,0.019380443,7.67E-05,0.189394775,0.486054459,0.13273068,0.176606769,0.033667732,0.021695513,1,0.240987763,65
0.664324024,0.33549103,0.888108008,0.266876271,0,0.002391345,0.002395043,0.360273719,0.378768263,0.039689292,0.000395043,0.396523026,1,0.189384132,0.691326059,0.103125578,0.061975217,0.806547069,0.405030516,65
0.241636269,0.141010943,0.577905159,0.256800417,0,0.010906722,0.000616467,0.386451277,0.258832725,0.038577384,0.000323398,0.148045857,0.463157895,0.155393434,0.247316311,0.048191767,0.03154247,1,0.377331944,65
0.218311688,0.065584416,0.263571429,0.090844156,0.002962338,0.004605195,0,0.177857143,0.122987013,0.016435065,0.000543312,0.068506494,0.192467532,0.143441558,0.117142857,0.029324675,0.011915584,1,0.132012987,45
0.365737009,0.064345209,0.283841152,0.152184427,0.003624053,0.005734859,0.000483637,0.199903273,0.154978774,0.027148154,0.000498576,0.213552582,0.578644742,0.137245419,0.385619861,0.044290397,0.018195497,1.000483637,0.242785749,65
0.10876269,0.028247217,0.25133479,0.139136628,0.001547871,0.001031187,0.000903584,0.080106489,0.056439902,0.005314076,0.000649468,0.112307225,0.251580181,0.099274243,0.207709745,0.011707871,0.012005067,1.000649468,0.059111936,65
0.175636839,0.016368387,0.144284781,0.066035271,0,0,0.000113717,0.146701502,0.047726976,0.004457871,0,0.077400392,0.087720444,0.045238406,0.067994775,0.005673416,0.00278772,1,0.086283475,45
0.151426157,0.018428058,0.118001268,0.049883795,0,0.000201859,0,0.132495246,0.034058737,0.010891612,8.00E-05,0.0663427,0.125396155,0.036826537,0.134460173,0.01400169,0.002979083,1,0.081322628,25
0.603892617,0.07852349,0.32590604,0.123087248,0.001883893,0.005648322,0,0.341946309,0.136845638,0.017691275,0.000129597,0.241946309,0.368255034,0.072214765,0.725503356,0.024771812,0.015510067,1,0.153758389,55
0.461801242,0.040388199,0.204089027,0.077173913,0,0.000345756,9.23E-05,0.321687371,0.081055901,0.005429607,7.61E-05,0.162732919,0.307039337,0.050067288,0.439078675,0.02373706,0.006009317,1,0.087836439,55
0.364374049,0.02958343,0.160491983,0.080936916,0.000482858,0.00450483,6.44E-05,0.244942746,0.091399493,0.019456445,0.000185958,0.205619249,0.253747103,0.065381236,0.280002249,0.033349958,0.004354801,1.000064434,0.113272201,65
0.403116279,0.034390698,0.172744186,0.120093023,0,0.001835349,0.000122512,0.261674419,0.099860465,0.014916279,0.000101023,0.131488372,0.178093023,0.097906977,0.206372093,0.016213953,0.005176744,1,0.146744186,55
0.060020643,0.033834594,0.216319537,0.092921064,0.000895931,0.004551176,0.000149439,0.164881612,0.075434505,0.005403609,0.00017253,0.068019504,0.122960579,0.11796859,0.06708533,0.009008935,0.015764177,1.000149439,0.115691542,65
0.163535202,0.038754547,0.168927884,0.086133105,0,0.000326557,0.000147186,0.231328911,0.086411299,0.019244597,2.70E-05,0.116969827,0.090562808,0.080847421,0.119430773,0.020310293,0.006884229,1,0.14136529,65
0.388906883,0.016983806,0.094291498,0.045303644,0,0.001178947,4.72E-05,0.161659919,0.051659919,0.008834008,0.000155789,0.066801619,0.126234818,0.048663968,0.133238866,0.014331984,0.002714575,1,0.060728745,55
0.181094527,0.082693674,0.355721393,0.110234542,0,0.001120469,7.48E-05,0.270540156,0.209843639,0.021425018,0.000339303,0.200497512,0.457000711,0.179175551,0.254797441,0.037206823,0.013216063,1,0.221464108,45
0.292122861,0.038898667,0.202916273,0.11317368,0.000296679,0.000988164,7.92E-05,0.241700081,0.105057029,0.020069568,3.27E-05,0.102606719,0.09858668,0.100730701,0.182662932,0.025494707,0.010107528,1.00003265,0.144453415,65
0.141509434,0.016305031,0.196203953,0.077425876,0,0.00291779,0.0001031,0.260332435,0.069339623,0.004714735,0.000212556,0.110916442,0.039555256,0.074303684,0.09245283,0.00757637,0.006448787,1,0.108984726,45
0.503679297,0.03169687,0.145853926,0.077759473,0,0.003428885,0,0.285886875,0.073091708,0.018632619,0.000130697,0.262712795,0.298901702,0.042833608,0.589785832,0.046436024,0.007946183,1,0.081493685,55
0.14781166,0.028047441,0.277565379,0.079147573,0.000714633,0.001428718,4.77E-05,0.397988247,0.202314809,0.014616504,0.000236016,0.079970883,0.217902819,0.104395759,0.100334094,0.009649198,0.00733844,1.000047697,0.308192526,65
0.189005602,0.016057423,0.154831933,0.103641457,0,0.00162605,0.0003257,0.137184874,0.068221289,0.007787115,8.95E-05,0.1,0.267997199,0.06412465,0.13662465,0.01662465,0.005506303,1,0.145098039,65
0.25751861,0.076029777,0.233349876,0.130322581,0,0.011652605,0,0.244367246,0.164615385,0.046362283,0.001452605,0.157419355,0.687841191,0.104466501,0.539950372,0.13955335,0.034689826,1,0.248387097,45
0.553176875,0.017973669,0.111963366,0.048299943,0,0.000417573,0.000223011,0.189353177,0.038202633,0.005314825,0.000344877,0.107269605,0.164052662,0.037813394,0.330108758,0.017424156,0.00593589,1,0.061190612,35
0.335521237,0.012702765,0.095094074,0.046268348,0.000519551,0.00095195,6.93E-05,0.205767964,0.042802428,0.018066528,0.000128643,0.151221787,0.200148463,0.024278264,0.294805091,0.027835038,0.002109837,1.000069318,0.061545316,65
0.298405253,0.005572233,0.084709193,0.046421201,0,0.000196764,3.94E-05,0.080956848,0.011636961,0.000983114,9.75E-05,0.05478424,0.055206379,0.009179174,0.114446529,0.002941839,0.001532364,1,0.031754221,65
0.297792505,0.0634857,0.334113071,0.117514801,0.001429332,0.007739955,0.001144429,0.220694122,0.163532898,0.033224584,0.000471987,0.108720767,0.31995829,0.154256999,0.141005715,0.054270034,0.015883472,1.000471987,0.26827828,45
0.310227303,0.13891135,0.507551419,0.215306558,0.001103084,0.014331645,0.00206074,0.25682307,0.191953521,0.02458405,0.003034688,0.280598514,0.739814576,0.100834434,0.67162612,0.049137929,0.038076917,1.001103084,0.347218032,55
0.31953513,0.048914404,0.234990513,0.119460277,0.000449519,0.000748982,0.000659987,0.294980489,0.094808197,0.016512671,4.95E-05,0.107410315,0.125533978,0.129561459,0.13258207,0.01381361,0.012829475,1.000049467,0.156714475,55
0.57962963,0.022455418,0.153017833,0.075308642,0,0.002067215,7.89E-05,0.346639232,0.106310014,0.028134431,6.50E-05,0.212688615,0.333607682,0.062599451,0.328875171,0.051248285,0.005733196,1,0.129423868,35
0.420170109,0.030315917,0.189246659,0.105589307,0,0.001346294,0.000269623,0.284568651,0.109416768,0.018110571,6.67E-05,0.113973269,0.139854192,0.104434994,0.183718104,0.023699878,0.008936817,1,0.153827461,25
0.260526765,0.045776317,0.337691333,0.133132431,0.004106594,0.01328755,0.000313155,0.23877338,0.113520127,0.023851645,0.001936822,0.240657531,0.418495739,0.091895207,0.294955351,0.047660468,0.014229626,1.000313155,0.183276554,55
0.346104659,0.201553462,0.743074975,0.236600309,0.006562079,0.006011148,0.000875762,0.239191321,0.164188341,0.016282465,0.000812487,0.264555965,0.578477527,0.096003814,0.391788292,0.039860674,0.016841578,1.000812487,0.233872927,45
0.432054761,0.034698404,0.15293421,0.067806701,0.000771202,0.001027891,0.000205919,0.137601036,0.05376265,0.004126895,6.37E-05,0.085525035,0.059288272,0.055034736,0.123630811,0.00754165,0.005741422,1.000063661,0.073315286,25
0.397081929,0.019636815,0.149978551,0.067900467,0.001141271,0.001710549,3.81E-05,0.207449506,0.043586668,0.005562406,0.000204082,0.128902246,0.16154879,0.038828203,0.278826476,0.013574661,0.005665615,1.000038073,0.072409058,25
0.467108255,0.111901823,0.294247866,0.108386835,0.001047274,0.001918798,0.000139781,0.378174233,0.146907256,0.045131488,8.64E-05,0.311245002,0.462245052,0.172330733,0.525322241,0.102319868,0.014767766,1.00008643,0.138577215,45
0.582490274,0.16012246,0.499310787,0.262635135,0.00054741,0.000729438,0.001534182,0.537977165,0.385806259,0.072226611,0.000180703,0.282514019,0.285164537,0.2603744,0.528622396,0.099394419,0.026676683,1.000180703,0.565885559,25
0.388087418,0.185739124,0.677431299,0.221793175,0.001469506,0.003671234,0.000196069,0.335930575,0.213083488,0.016335726,0.000404291,0.243162289,0.75814781,0.140165184,0.393455015,0.045138456,0.022543909,1.000196069,0.282558428,45
0.443719639,0.04722415,0.476752255,0.170229008,0,0.000941707,0,0.651492019,0.167106176,0.010645385,3.46E-05,0.266134629,0.187994448,0.084871617,0.252810548,0.024885496,0.00666204,1,0.273074254,45
0.191146441,0.018180721,0.156545804,0.065374598,0.000362598,6.04E-05,9.68E-05,0.229787833,0.064892919,0.011702133,1.99E-05,0.098556957,0.078781341,0.03163028,0.139687025,0.015459233,0.002535774,1.00001995,0.076372945,45
0.455441302,0.076349614,0.307883462,0.139760069,0,0.005844045,0.000706941,0.380805484,0.182904884,0.020856898,0.000163967,0.119237361,0.096786632,0.157326478,0.163581834,0.02197515,0.019567266,1,0.254755784,45
0.709839929,0.055564249,0.277502216,0.113308531,0.000948048,0.000947517,0.000569467,0.405007546,0.110224582,0.027330167,0.000156484,0.223267255,0.395808871,0.044727891,0.61466289,0.037156265,0.005561742,1.000156484,0.136863519,55
0.23880597,0.094925373,0.467910448,0.176268657,0,0.004121642,0.00057791,0.31,0.19119403,0.01919403,0.000408507,0.222686567,0.563134328,0.115895522,0.37761194,0.040835821,0.023029851,1,0.358134328,35
0.159135352,0.068810275,0.32581325,0.132767354,0.001361677,0.006259695,0.00087203,0.282907293,0.138857032,0.013174726,0.000314685,0.118918745,0.169769105,0.176291553,0.136816835,0.020763639,0.025434454,1.000314685,0.179104551,55
0.244294364,0.022217047,0.226781556,0.089892874,0.00076572,0.005230554,0,0.235165347,0.059012576,0.006828132,2.11E-05,0.168374476,0.178388449,0.030135072,0.197904052,0.011476479,0.000863531,1,0.127293898,55
0.372349279,0.253624123,0.6791829,0.23580949,0.002933554,0.000977226,0.000391453,0.379029767,0.376568535,0.071399176,8.07E-05,0.281635291,0.840803818,0.174630288,0.576397153,0.131500123,0.035570666,1.000080705,0.453569944,35
0.145731263,0.068884939,0.312465418,0.099858519,0.00046176,0.000307613,0.000246462,0.204759248,0.10323263,0.008094075,0.00010164,0.109829206,0.254612684,0.074002972,0.148233412,0.031724225,0.015782499,1.00010164,0.184476671,25
0.349390244,0.058632404,0.249041812,0.103658537,0.001891986,0.002520906,0,0.213066202,0.134407666,0.015888502,0.000173519,0.236236934,0.516811847,0.12412892,0.378658537,0.05260453,0.015792683,1,0.156271777,25
0.257989691,0.039905498,0.174183849,0.095575601,0,0.000999141,0.000400172,0.252706186,0.111769759,0.026499141,0.000220017,0.146262887,0.243986254,0.068127148,0.236297251,0.035085911,0.005975086,1,0.162457045,65
0.351753394,0.058088235,0.241289593,0.136764706,0,0.001281674,0.000171154,0.284615385,0.136142534,0.016770362,0.00011759,0.126470588,0.100678733,0.125565611,0.098585973,0.024830317,0.010899321,1,0.18388009,35
0.477136643,0.050962525,0.277157734,0.150094437,0.002091914,0.009320262,0.000139559,0.408582246,0.165383195,0.023560367,0.000647322,0.172292537,0.13784383,0.101337021,0.35659067,0.037388853,0.006781936,1.000139559,0.219138859,55
0.197170672,0.033526012,0.161119562,0.104046243,0,0.002657438,8.87E-05,0.323395193,0.130149072,0.015606936,0.000128019,0.168542744,0.186218436,0.10021296,0.219105567,0.02469425,0.007048981,1,0.17949498,35
0.34009827,0.040568255,0.272377697,0.133838923,0.000999252,0.012977996,0,0.143772698,0.080687887,0.027323222,0.002693869,0.140888699,0.700384533,0.100181585,0.216940825,0.021298868,0.009918821,1,0.121982482,65
0.328304673,0.148749868,0.674227239,0.316489081,0,0,0,0.459964131,0.259732039,0.034128073,0,0.42578331,0.913703977,0.185673594,0.557337272,0.059921933,0.050669902,1,0.47884798,65
0.116264739,0.121379675,0.304850237,0.146287194,0.001707055,0.00796151,0.000303738,0.249119664,0.259260582,0.081661079,0.001033217,0.363738727,0.97228278,0.312100104,0.795706264,0.193922823,0.033122552,1.000303738,0.314368467,55
0.185254258,0.144224792,0.6307348,0.272659455,0.011177421,0.011790377,0,0.397861494,0.194952132,0.02458038,0.001639935,0.20639065,0.499191844,0.181275643,0.142732811,0.036938953,0.03151809,1,0.399229143,45
0.552981868,0.034440834,0.218530552,0.107431087,0,0.006485693,0,0.131223142,0.078524264,0.005314957,0.00035709,0.083188345,0.223456661,0.068210879,0.135625197,0.01289173,0.013499633,1,0.133738602,65
0.308481242,0.054613753,0.312588081,0.156276028,0.000466162,0.001086871,0.000342056,0.342272601,0.169677292,0.025786625,5.13E-05,0.1294735,0.072013781,0.163913307,0.147738126,0.02679172,0.018714937,1.000051299,0.217050039,55
0.493807829,0.032071174,0.198718861,0.105338078,0,0.000736655,0.00034427,0.350818505,0.099288256,0.023530249,4.06E-05,0.143202847,0.228256228,0.101423488,0.192597865,0.024227758,0.005321708,1,0.148967972,45
0.321176468,0.113046684,0.545721251,0.206147596,0.004205956,0.004904058,0.000654742,0.397552666,0.201687672,0.036416518,0.000385721,0.260967495,0.699340854,0.212279992,0.340316975,0.070367689,0.046178796,1.000385721,0.363483803,55
0.236331175,0.146344428,0.627356064,0.191569726,0.002620748,0.01156724,0.000174871,0.367194635,0.289209986,0.027801962,0.001370095,0.16310098,0.284977362,0.167913416,0.170464587,0.043914924,0.030741607,1.000174871,0.335478945,25
0.250401606,0.011060241,0.096787149,0.046385542,0,0.001548594,0,0.14562249,0.034048193,0.00548996,0.000204618,0.065983936,0.101445783,0.034445783,0.119598394,0.011570281,0.002726506,1,0.052168675,45
0.368610635,0.136106346,0.479331046,0.17186964,0.007072041,0.003533448,0,0.382418525,0.261063465,0.0514494,0.000272384,0.368953688,0.724871355,0.23593482,0.456861063,0.090823328,0.035737564,1,0.481475129,65
0.612035287,0.052123503,0.276811594,0.154127284,0,0.018330183,0,0.508884688,0.237240076,0.062898551,0.000386452,0.25942029,0.483868935,0.176874606,0.493761815,0.059615627,0.013207309,1,0.329804663,55
0.23254836,0.502102607,0.878889823,0.369133726,0,0.007982338,0.000556098,0.552733389,0.46509672,0.071581161,0.00103196,0.752481077,1,0.240370059,0.793271657,0.132380151,0.061110177,0.669133726,0.802102607,55
0.345371541,0.298093302,0.924043446,0.275999597,0.005811904,0.007260014,0.001744601,0.459159844,0.396312984,0.036620602,0.0011997,0.507811785,1.0011997,0.2594007,0.757711046,0.077099016,0.050483543,0.772249391,0.358765134,55
0.62147651,0.115052733,0.30738255,0.175167785,0,0.006691275,0,0.243144775,0.213422819,0.077162033,0.000452157,0.23767977,1,0.148322148,0.795302013,0.148418025,0.031716203,0.607574305,0.371907958,65
0.230274549,0.034306208,0.218822656,0.116472916,0,0.002433589,0.000182785,0.356913183,0.130818699,0.021221865,0.000125625,0.10277022,0.151570616,0.115582488,0.201335642,0.022740539,0.009168934,1,0.15713579,25
0.275515878,0.12412637,0.564709849,0.235877322,0.007324759,0.006913485,0.00065171,0.279330857,0.204799206,0.01596708,0.000268723,0.187399182,0.590298119,0.190004533,0.20507835,0.039554812,0.027263138,1.000268723,0.327995093,55
0.298817568,0.022252252,0.322691441,0.095777027,0.001606982,0.004550113,0,0.333783784,0.073592342,0.001145833,0.000176858,0.11829955,0.058558559,0.028975225,0.149324324,0.005235923,0.002356419,1,0.121734234,55
0.253226331,0.056458085,0.264288038,0.153996313,0.003103785,0.007755124,0,0.118859126,0.142500813,0.021765535,0.000854029,0.212558291,0.9197484,0.139464266,0.519249539,0.037566424,0.022405379,1,0.194881249,65
0.691883538,0.108028952,0.433134948,0.169064177,0.004130918,0.005848737,0.001239955,0.456575192,0.18989995,0.023077883,0.001022991,0.400182721,0.804555243,0.080829209,0.883595294,0.085868296,0.01398488,1.001022991,0.235987773,65
0.311260623,0.120632672,0.397780925,0.264872521,0.002843484,0.011838999,0,0.425991501,0.357412653,0.052053824,0.001486072,0.776558074,0.684962229,0.14766289,0.888101983,0.176227573,0.032719547,1,0.441690274,45
0.630089717,0.02852542,0.213227513,0.090407177,0.020004601,0.015992639,0,0.253048079,0.088911893,0.015932827,0.001320911,0.107936508,0.161398666,0.061720727,0.121716126,0.021230734,0.005415229,1,0.171290545,55
0.395412844,0.242431193,1,0.304357798,0,0.00530581,0.0015,0.718042813,0.399006116,0.024503058,0.000412385,0.237461774,0.297629969,0.219954128,0.224464832,0.038379205,0.047767584,0.882262997,0.578746177,35
0.522336412,0.022731006,0.149571752,0.057585937,0.001244896,0.001451296,0.000290693,0.243995354,0.050922654,0.00340315,3.42E-05,0.107695995,0.151088597,0.040797713,0.373143871,0.009561541,0.004493112,1.000034243,0.069178967,45
